 * DLPRYTLC-1263 - 27 Subestaciones por Milestone ( SE VICTORIA, SE DERQUI, SE BANCALARI, SE FORD, SE MASCHWITZ, SE NORDELTA, SE NOGUES, SE DEL VISO, SE TORTUGUITAS, SE MUÑIZ, SE MUNRO, SE BOULOGNE, SE CASEROS, SE SAAVEDRA, SE ISIDRO, SE VILLA ADELINA, SE NEWBERY, SE ROTONDA, SE SUAREZ, SE AUSTRIA, SE MERLO, SE LUZURIAGA, SE PASO DEL REY, SE GONZALEZ CATAN, SE HURLINGHAM, SE VIDAL, SE COGHLAN).
 * DLPRYTLC-1544 - Control de acceso en 100 Centros de Transformación.",,emarino,,,,,,,,,,,,,,,,GESTINICPR-13,,,,,,,,,,,,,,,,,,,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TI&T,,,,,,,,VERDE,,,,,,,,,,,,,,,04.Construcción,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2|i03ezl:9i",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,Soporte,,,,,,,,,,,,,
Análisis Técnico,PS43322022-12,467309,,Epic,En curso,PS43322022,EDN/C/433-22022 - Seguridad Electronica en Subestaciones y CTs,software,emarino,,,Baja,,,emarino,emarino,11/04/22 10:45 AM,15/06/22 2:30 PM,15/06/22 2:30 PM,,,,,,emarino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Análisis Técnico,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PS43322022-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2|i03ezl:hyk",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Analisis Tecnico,PS43322022-13,467310,,Epic,En curso,PS43322022,EDN/C/433-22022 - Seguridad Electronica en Subestaciones y CTs,software,emarino,,,Baja,,,emarino,emarino,11/04/22 10:45 AM,15/06/22 2:30 PM,15/06/22 2:30 PM,,,,,,emarino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Analisis Tecnico,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PS43322022-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2|i03ezl:oi",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Entrega de equipamiento,PS43322022-14,467311,,Epic,Abierto,PS43322022,EDN/C/433-22022 - Seguridad Electronica en Subestaciones y CTs,software,emarino,,,Baja,,jhurtado,emarino,emarino,11/04/22 10:45 AM,14/06/22 12:00 PM,17/06/22 11:26 PM,,,,,,emarino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PS43322022-6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2|i03ezl:hli",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Entrega de equipamiento,PS43322022-15,467312,,Tarea,Abierto,PS43322022,EDN/C/433-22022 - Seguridad Electronica en Subestaciones y CTs,software,emarino,,,Baja,,jhurtado,emarino,emarino,11/04/22 10:45 AM,03/06/22 5:28 PM,17/06/22 11:26 PM,,30/05/22 12:00 AM,PLANS,,,emarino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30/05/22 12:00 AM,,,30/05/22 12:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2|i03ezl:ga",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Se José C Paz,PS43322022-16,485568,,Entregable,Cerrado,PS43322022,EDN/C/433-22022 - Seguridad Electronica en Subestaciones y CTs,software,emarino,,,Baja,Listo,,jcomabella,jcomabella,05/05/22 11:03 AM,15/06/22 2:29 PM,15/06/22 2:29 PM,15/06/22 2:29 PM,,,,,jcomabella,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03/06/22 12:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PS43322022-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2|i03ezl:li",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Licitación,PS43322022-20,510098,,Epic,En curso,PS43322022,EDN/C/433-22022 - Seguridad Electronica en Subestaciones y CTs,software,emarino,,,Baja,,hpadilla,hpadilla,hpadilla,07/06/22 9:20 AM,14/06/22 11:12 AM,17/06/22 11:26 PM,,,,,,hpadilla,,,,,,,,,,,,PS43322022-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ghx-label-13,,Licitación,To Do,,,,,,,,,,,,,,,,,,15/07/22 12:00 AM,,,01/02/22 12:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PS43322022-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2|i03ezl:hr",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Licitación,PS43322022-21,510102,,Epic,En curso,PS43322022,EDN/C/433-22022 - Seguridad Electronica en Subestaciones y CTs,software,emarino,,,Baja,,,hpadilla,hpadilla,07/06/22 9:23 AM,16/06/22 10:44 AM,15/06/22 2:34 PM,,,,,,hpadilla,,,,,,,,,,,,PS43322022-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ghx-label-2,,Licitación,To Do,,,,,,,,,,,,,,,,,,14/10/22 12:00 AM,,,01/04/22 12:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PS43322022-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2|i03ezl:hui",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prueba Piloto,PS43322022-22,510109,,Epic,Abierto,PS43322022,EDN/C/433-22022 - Seguridad Electronica en Subestaciones y CTs,software,emarino,,,Baja,,,hpadilla,hpadilla,07/06/22 9:26 AM,07/06/22 9:26 AM,17/06/22 11:26 PM,,,,,,hpadilla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ghx-label-5,,Prueba Piloto,To Do,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PS43322022-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2|i0axa4:",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Implementación,PS43322022-23,436127,,Epic,Abierto,PS43322022,EDN/C/433-22022 - Seguridad Electronica en Subestaciones y CTs,software,emarino,,,Baja,,,emarino,emarino,08/02/22 3:20 PM,13/06/22 3:58 PM,17/06/22 11:26 PM,,,PLANS,"* 11 Oficinas Comerciales (OC ITUZAINGO, OC HURLINGHAM, OC GONZALEZ CATAN, OC VICENTE LOPEZ, OC LAFERRERE, OC 03 DE FEBRERO, OC SAN FERNANDO, OC TAPIALES, OC RODRIGUEZ, OC LAS HERAS, OC BULNES)
 * 5 Edificios (ED. AGRONOMIA, ED AUSTRIA,ED. VILLA LYNCH, ED PROTECCIONES, SHELTER DELTA)",,emarino,,,,,,,,,,,,,,,,DLPRYTLC-40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,07/06/22 11:59 PM,,ghx-label-1,,Implementación,To Do,,,,,,,,,,,,,,,,,,31/08/22 12:00 AM,,,01/06/22 12:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PS43322022-6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2|i03ezl:hm",,,,,,,,,,,,,,,,,,,,,,,,,,09/02/22 12:00 AM,,30/06/22 12:00 AM,01/04/22 12:00 AM,,0.0,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Servidores conectados para su configuración,PS43322022-24,511394,,Tarea,Cerrado,PS43322022,EDN/C/433-22022 - Seguridad Electronica en Subestaciones y CTs,software,emarino,,,Baja,Listo,pcampanella,jcomabella,jcomabella,07/06/22 6:34 PM,13/06/22 3:55 PM,17/06/22 11:26 PM,07/06/22 6:34 PM,06/06/22 12:00 AM,PLANS,"Proyectos:  Seguridad Electronica en Subestaciones y Cts 
Épica:   Edificios y Oficinas 
Título Tarea: servidores conectados para su configuracion
Fecha de Inicio:06 .06.2022
Fecha Fin:  06. 06.2022
Responsables:  PC
Prioridad: B
Descripción:  Se conectan 3 servidores Dell en Deposito Tronasdor para que IT proceda a configurarlos
Austria
Ed agronomia 
Ed protecciones ",,jcomabella,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,07/06/22 11:59 PM,,,PS43322022-23,,,,,,,,,,,,,,,,,,,,06/06/22 12:00 AM,,,06/06/22 12:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2|i0b4r3:",,,,,,,,,,,,,,,,,,,,,,,,,2022 - SEMANA 24,07/06/22 12:00 AM,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ED Protecciones,PS43322022-25,436887,,Tarea,Abierto,PS43322022,EDN/C/433-22022 - Seguridad Electronica en Subestaciones y CTs,software,emarino,,,Baja,,,emarino,emarino,09/02/22 12:23 PM,13/06/22 3:55 PM,17/06/22 11:26 PM,,,PLANS,,,emarino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,07/06/22 11:59 PM,,,PS43322022-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2|hzys5a:i",,,,,,,,,,,,,,,,,,,,,,,,,,07/06/22 12:00 AM,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"OC Hurlingham | Video Vigilancia IP",PS43322022-26,436871,,Tarea,Abierto,PS43322022,EDN/C/433-22022 - Seguridad Electronica en Subestaciones y CTs,software,emarino,,,Baja,,,emarino,emarino,09/02/22 12:15 PM,13/06/22 3:55 PM,17/06/22 11:26 PM,,,PLANS,,,emarino,,,288000,,,,288000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,09/02/22 11:59 PM,,,PS43322022-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2|hzys5b:",,,,,,,,,,,,,,,,,,,,,,,,,,09/02/22 12:00 AM,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"OC 3 de Febrero | Video Vigilancia IP",PS43322022-27,436876,,Tarea,Abierto,PS43322022,EDN/C/433-22022 - Seguridad Electronica en Subestaciones y CTs,software,emarino,,,Baja,,,emarino,emarino,09/02/22 12:16 PM,13/06/22 3:55 PM,17/06/22 11:26 PM,,,PLANS,,,emarino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,09/02/22 11:59 PM,,,PS43322022-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2|hzys6f:",,,,,,,,,,,,,,,,,,,,,,,,,,09/02/22 12:00 AM,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Certificación de equipamiento,PS43322022-28,506281,,Tarea,Cerrado,PS43322022,EDN/C/433-22022 - Seguridad Electronica en Subestaciones y CTs,software,emarino,,,Baja,Listo,marriojas,jcomabella,jcomabella,02/06/22 10:16 AM,14/06/22 12:00 PM,17/06/22 11:26 PM,02/06/22 10:16 AM,31/05/22 12:00 AM,PLANS,"Proyectos:  Seguridad Electronica en Subestaciones y CTs 
Épica:  PRY_CCTVyCA_ED y OF_Instalaciones
Título Tarea:  CARGA DE CERTIFICACIÓN EQUIPAMIENTO CAM Y SERVIDORES
Fecha de Inicio: 31.05.2022
Fecha Fin:  31.05.2022
Responsables:   MA
Prioridad: A
Descripción:  PAGO PROVEEDORES",,jcomabella,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02/06/22 11:59 PM,,,PS43322022-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2|i03ezl:hlw",,,,,,,,,,,,,,,,,,,,,,,,,,02/06/22 12:00 AM,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"OC Gonzalez Catán | Video Vigilancia IP",PS43322022-29,436873,,Tarea,Abierto,PS43322022,EDN/C/433-22022 - Seguridad Electronica en Subestaciones y CTs,software,emarino,,,Baja,,,emarino,emarino,09/02/22 12:16 PM,13/06/22 3:55 PM,17/06/22 11:26 PM,,,PLANS,,,emarino,,,86400,,,,86400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,09/02/22 11:59 PM,,,PS43322022-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2|hzys5r:",,,,,,,,,,,,,,,,,,,,,,,,,,09/02/22 12:00 AM,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"OC Bulnes | Video Vigilancia IP",PS43322022-30,436882,,Tarea,Abierto,PS43322022,EDN/C/433-22022 - Seguridad Electronica en Subestaciones y CTs,software,emarino,,,Baja,,,emarino,emarino,09/02/22 12:18 PM,13/06/22 3:55 PM,17/06/22 11:26 PM,,,PLANS,,,emarino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,09/02/22 11:59 PM,,,PS43322022-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2|hzys7r:",,,,,,,,,,,,,,,,,,,,,,,,,,09/02/22 12:00 AM,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"OC Rodriguez | Video Vigilancia IP",PS43322022-31,436879,,Tarea,Abierto,PS43322022,EDN/C/433-22022 - Seguridad Electronica en Subestaciones y CTs,software,emarino,,,Baja,,,emarino,emarino,09/02/22 12:17 PM,13/06/22 3:55 PM,17/06/22 11:26 PM,,,PLANS,,,emarino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,09/02/22 11:59 PM,,,PS43322022-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2|hzys73:",,,,,,,,,,,,,,,,,,,,,,,,,,09/02/22 12:00 AM,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"OC Ituzaingó | Video Vigilancia IP",PS43322022-32,436869,,Tarea,Cerrado,PS43322022,EDN/C/433-22022 - Seguridad Electronica en Subestaciones y CTs,software,emarino,,,Baja,Listo,emarino,emarino,emarino,09/02/22 12:15 PM,13/06/22 3:55 PM,17/06/22 11:26 PM,18/03/22 1:10 PM,,PLANS,,,emarino,,,144000,,,,144000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,09/02/22 11:59 PM,,,PS43322022-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2|hzys4n:",,,,,,,,,,,,,,,,,,,,,,,,,,09/02/22 12:00 AM,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Revisión Mapas de acción de SE* Región  para Monitorización  Sistema Lenel,PS43322022-33,502198,,Tarea,Cerrado,PS43322022,EDN/C/433-22022 - Seguridad Electronica en Subestaciones y CTs,software,emarino,,,Baja,Listo,marriojas,jcomabella,jcomabella,27/05/22 1:07 PM,13/06/22 3:55 PM,17/06/22 11:26 PM,27/05/22 1:08 PM,23/05/22 12:00 AM,PLANS,"Proyectos:  Seguridad Electronica en Subestaciones y Cts 
Épica:   Edificios y Oficinas 
Título Tarea: Mapas de acción de SE* Region  para Monitorización  en Sistema Lenel 
Fecha de Inicio:23 .05.2022
Fecha Fin:  23. 05.2022
Responsables:  MA
Prioridad: B
Descripción:   Revisión y posterior reclamo de los mapas cargados al Sistema LENEL",,jcomabella,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27/05/22 11:59 PM,,,PS43322022-23,,,,,,,,,,,,,,,,,,,,23/05/22 12:00 AM,,,23/05/22 12:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2|i09lxb:",,,,,,,,,,,,,,,,,,,,,,,,,,27/05/22 12:00 AM,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"OC Las Heras | Video Vigilancia IP",PS43322022-34,436880,,Tarea,Abierto,PS43322022,EDN/C/433-22022 - Seguridad Electronica en Subestaciones y CTs,software,emarino,,,Baja,,,emarino,emarino,09/02/22 12:18 PM,13/06/22 3:55 PM,17/06/22 11:26 PM,,,PLANS,,,emarino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,09/02/22 11:59 PM,,,PS43322022-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2|hzys7b:",,,,,,,,,,,,,,,,,,,,,,,,,,09/02/22 12:00 AM,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"OC Laferrere | Video Vigilancia IP",PS43322022-35,436875,,Tarea,Abierto,PS43322022,EDN/C/433-22022 - Seguridad Electronica en Subestaciones y CTs,software,emarino,,,Baja,,,emarino,emarino,09/02/22 12:16 PM,13/06/22 3:55 PM,17/06/22 11:26 PM,,,PLANS,,,emarino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,09/02/22 11:59 PM,,,PS43322022-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2|hzys67:",,,,,,,,,,,,,,,,,,,,,,,,,,09/02/22 12:00 AM,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ED Villa Lynch | Video Vigilancia IP",PS43322022-36,436886,,Tarea,Abierto,PS43322022,EDN/C/433-22022 - Seguridad Electronica en Subestaciones y CTs,software,emarino,,,Baja,,,emarino,emarino,09/02/22 12:23 PM,13/06/22 3:55 PM,17/06/22 11:26 PM,,,PLANS,,,emarino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,09/02/22 11:59 PM,,,PS43322022-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2|hzys8n:",,,,,,,,,,,,,,,,,,,,,,,,,,09/02/22 12:00 AM,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"OC Vicente López | Video Vigilancia IP",PS43322022-37,436874,,Tarea,Abierto,PS43322022,EDN/C/433-22022 - Seguridad Electronica en Subestaciones y CTs,software,emarino,,,Baja,,,emarino,emarino,09/02/22 12:16 PM,13/06/22 3:55 PM,17/06/22 11:26 PM,,,PLANS,,,emarino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,09/02/22 11:59 PM,,,PS43322022-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2|hzys5z:",,,,,,,,,,,,,,,,,,,,,,,,,,09/02/22 12:00 AM,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ED Agronomía,PS43322022-38,436883,,Tarea,Abierto,PS43322022,EDN/C/433-22022 - Seguridad Electronica en Subestaciones y CTs,software,emarino,,,Baja,,,emarino,emarino,09/02/22 12:23 PM,14/06/22 10:19 AM,17/06/22 11:26 PM,,,PLANS,,,emarino,,,,,,,,,,,,,,,,,,,,,PS43322022-199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,07/06/22 11:59 PM,,,PS43322022-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2|hzys58:i",,,,,,,,,,,,,,,,,,,,,,,,,,07/06/22 12:00 AM,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ED Austria,PS43322022-39,436885,,Tarea,Abierto,PS43322022,EDN/C/433-22022 - Seguridad Electronica en Subestaciones y CTs,software,emarino,,,Baja,,,emarino,emarino,09/02/22 12:23 PM,13/06/22 3:55 PM,17/06/22 11:26 PM,,,PLANS,,,emarino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,07/06/22 11:59 PM,,,PS43322022-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2|hzys59:i",,,,,,,,,,,,,,,,,,,,,,,,,,07/06/22 12:00 AM,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"OC Tapiales | Video Vigilancia IP",PS43322022-40,436878,,Tarea,Abierto,PS43322022,EDN/C/433-22022 - Seguridad Electronica en Subestaciones y CTs,software,emarino,,,Baja,,,emarino,emarino,09/02/22 12:17 PM,13/06/22 3:55 PM,17/06/22 11:26 PM,,,PLANS,,,emarino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,09/02/22 11:59 PM,,,PS43322022-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2|hzys6v:",,,,,,,,,,,,,,,,,,,,,,,,,,09/02/22 12:00 AM,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
